School Name,State Name [Public School] Latest available year,Agency ID - NCES Assigned [Public School] Latest available year,Location ZIP [Public School] 2018-19,School Type [Public School] 2018-19,Charter School [Public School] 2018-19,Magnet School [Public School] 2018-19,Shared Time School [Public School] 2018-19,Total Students All Grades (Excludes AE) [Public School] 2018-19,Free and Reduced Lunch Students [Public School] 2018-19,Grades 9-12 Students [Public School] 2018-19,Male Students [Public School] 2018-19,Female Students [Public School] 2018-19,Full-Time Equivalent (FTE) Teachers [Public School] 2018-19,Pupil/Teacher Ratio [Public School] 2018-19,School ID - NCES Assigned [Public School] Latest available year,ANSI/FIPS State Code [Public School] Latest available year
WEST ELEMENTARY SCHOOL,Illinois,1743860,60099,1-Regular school,2-No,2-No,2-No,459,406,†,245,214,39.00,11.77,174386004356,17
WEST JR HIGH SCHOOL,Illinois,1705610,62226,1-Regular school,2-No,2-No,2-No,429,323,†,221,208,25.90,16.56,170561000241,17
WEST LEYDEN HIGH SCHOOL,Illinois,1722740,60164,1-Regular school,2-No,2-No,2-No,1607,979,1607,845,762,109.65,14.66,172274002522,17
WEST LINCOLN-BROADWELL ELEM SCH,Illinois,1741600,62656,1-Regular school,2-No,2-No,2-No,194,67,†,103,91,15.64,12.40,174160004169,17
WEST MIDDLE SCHOOL,Illinois,1734510,61103,1-Regular school,2-No,2-No,2-No,930,682,†,468,462,66.80,13.92,173451005448,17
WEST OAK MIDDLE SCHOOL,Illinois,1712210,60060,1-Regular school,2-No,2-No,2-No,423,255,†,232,191,38.05,11.12,171221001475,17
WEST PARK ELEM ACADEMY,Illinois,1709930,60651,1-Regular school,2-No,2-No,2-No,559,522,†,259,300,34.00,16.44,170993002042,17
WEST PRAIRIE HIGH SCHOOL,Illinois,1700314,61475,1-Regular school,2-No,2-No,2-No,158,80,158,82,76,13.88,11.38,170031405701,17
WEST PRAIRIE MIDDLE SCHOOL,Illinois,1700314,62326,1-Regular school,2-No,2-No,2-No,161,80,†,86,75,14.72,10.94,170031405702,17
WEST PRAIRIE NORTH ELEMENTARY,Illinois,1700314,61438,1-Regular school,2-No,2-No,2-No,113,50,†,61,52,8.70,12.99,170031405703,17
WEST PRAIRIE SOUTH ELEMENTARY,Illinois,1700314,62326,1-Regular school,2-No,2-No,2-No,178,100,†,90,88,13.10,13.59,170031405704,17
WEST RIDGE ELEM SCHOOL,Illinois,1709930,60645,1-Regular school,2-No,2-No,2-No,805,701,†,417,388,42.50,18.94,170993006108,17
WEST SALEM GRADE SCHOOL,Illinois,1713500,62476,1-Regular school,2-No,2-No,2-No,149,74,†,82,67,14.33,10.40,171350001637,17
WEST SCHOOL,Illinois,1716860,60022,1-Regular school,2-No,2-No,2-No,244,3,†,135,109,18.90,12.91,171686005280,17
WEST SIDE PRIMARY SCHOOL,Illinois,1718270,62946,1-Regular school,2-No,2-No,2-No,496,335,†,241,255,35.75,13.87,171827004404,17
WEST VIEW ELEM SCHOOL,Illinois,1734510,61103,1-Regular school,2-No,2-No,2-No,493,353,†,248,245,28.10,17.54,173451003602,17
WESTBROOK EARLY LEARNING CNTR,Illinois,1727210,60056,1-Regular school,2-No,2-No,2-No,513,3,†,258,255,26.26,19.54,172721005771,17
WESTBROOK ELEMENTARY SCHOOL,Illinois,1716920,60026,1-Regular school,2-No,2-No,2-No,510,163,†,270,240,38.20,13.35,171692002004,17
WESTCHESTER INTERMEDIATE SCHOOL,Illinois,1741790,60154,1-Regular school,2-No,2-No,2-No,368,142,†,179,189,25.26,14.57,174179004184,17
WESTCHESTER MIDDLE SCHOOL,Illinois,1741790,60154,1-Regular school,2-No,2-No,2-No,374,139,†,198,176,29.20,12.81,174179004185,17
WESTCHESTER PRIMARY SCHOOL,Illinois,1741790,60154,1-Regular school,2-No,2-No,2-No,386,139,†,205,181,25.00,15.44,174179000716,17
WESTCOTT ELEM SCHOOL,Illinois,1709930,60620,1-Regular school,2-No,2-No,2-No,399,381,†,209,190,22.00,18.14,170993001151,17
WESTDALE ELEM SCHOOL,Illinois,1724330,60164,1-Regular school,2-No,2-No,2-No,505,326,†,262,243,42.45,11.90,172433002645,17
WESTERN AVENUE ELEM SCHOOL,Illinois,1715420,60422,1-Regular school,2-No,2-No,2-No,446,83,†,221,225,29.00,15.38,171542001853,17
WESTERN AVENUE ELEM SCHOOL,Illinois,1716380,60134,1-Regular school,2-No,2-No,2-No,350,12,†,171,179,25.27,13.85,171638001957,17
WESTERN BARRY ELEM,Illinois,1701387,62312,1-Regular school,2-No,2-No,2-No,225,147,†,115,110,18.51,12.16,170138705902,17
WESTERN HIGH SCHOOL,Illinois,1701387,62312,1-Regular school,2-No,2-No,2-No,140,87,140,73,67,10.55,13.27,170138705910,17
WESTERN JR HIGH SCHOOL,Illinois,1701387,62345,1-Regular school,2-No,2-No,2-No,196,102,†,92,104,11.53,17.00,170138705901,17
WESTERN TRAILS ELEM SCHOOL,Illinois,1710470,60188,1-Regular school,2-No,2-No,2-No,335,154,†,180,155,29.46,11.37,171047001269,17
WESTFIELD  SCHOOL,Illinois,1742900,60096,1-Regular school,2-No,2-No,2-No,302,98,†,144,158,22.50,13.42,174290003655,17
WESTFIELD COMMUNITY SCHOOL,Illinois,1708550,60102,1-Regular school,2-No,2-No,2-No,1373,358,†,702,671,91.65,14.98,170855001729,17
WESTFIELD ELEM SCHOOL,Illinois,1740500,60137,1-Regular school,2-No,2-No,2-No,343,56,†,181,162,19.55,17.54,174050004080,17
WESTFIELD MIDDLE SCHOOL,Illinois,1706450,60108,1-Regular school,2-No,2-No,2-No,483,28,†,245,238,36.00,13.42,170645000316,17
WESTGATE ELEM SCHOOL,Illinois,1704140,60005,1-Regular school,2-No,2-No,2-No,568,41,†,301,267,43.25,13.13,170414000100,17
WESTHAVEN ELEMENTARY,Illinois,1705610,62220,1-Regular school,2-No,2-No,2-No,457,306,†,249,208,30.30,15.08,170561002196,17
WESTINGHOUSE HIGH SCHOOL,Illinois,1709930,60624,1-Regular school,2-No,2-No,2-No,1203,922,1203,478,725,71.50,16.83,170993006083,17
WESTMONT HIGH SCHOOL,Illinois,1741980,60559,1-Regular school,2-No,2-No,2-No,393,123,393,207,186,34.30,11.46,174198004202,17
WESTMONT JR HIGH SCHOOL,Illinois,1741980,60559,1-Regular school,2-No,2-No,2-No,273,98,†,143,130,22.70,12.03,174198004203,17
WESTMOOR ELEM SCHOOL,Illinois,1728980,60062,1-Regular school,2-No,2-No,2-No,434,9,†,219,215,42.79,10.14,172898003041,17
WESTMORE ELEM SCHOOL,Illinois,1740350,60148,1-Regular school,2-No,2-No,2-No,387,97,†,196,191,26.50,14.60,174035004061,17
WESTVIEW ELEM SCHOOL,Illinois,1743020,60191,1-Regular school,2-No,2-No,2-No,354,202,†,188,166,25.00,14.16,174302004317,17
WESTVIEW ELEM SCHOOL,Illinois,1709420,61821,1-Regular school,2-No,2-No,2-No,435,226,†,215,220,32.00,13.59,170942000556,17
WESTVIEW ELEMENTARY SCHOOL,Illinois,1708280,61520,1-Regular school,2-No,2-No,2-No,428,270,†,213,215,25.80,16.59,170828000444,17
WESTVIEW HILLS MIDDLE SCHOOL,Illinois,1724000,60527,1-Regular school,2-No,2-No,2-No,474,169,†,230,244,31.70,14.95,172400002625,17
WESTVILLE HIGH SCHOOL,Illinois,1710820,61883,1-Regular school,2-No,2-No,2-No,374,200,374,192,182,21.25,17.60,171082001320,17
WESTVILLE JR HIGH SCHOOL,Illinois,1710820,61883,1-Regular school,2-No,2-No,2-No,200,124,†,106,94,10.25,19.51,171082001321,17
WESTWOOD ELEM SCHOOL,Illinois,1743330,60098,1-Regular school,2-No,2-No,2-No,347,172,†,169,178,21.40,16.21,174333005213,17
WETHERSFIELD ELEM SCHOOL,Illinois,1742060,61443,1-Regular school,2-No,2-No,2-No,333,166,†,171,162,20.94,15.90,174206004204,17
WETHERSFIELD JR/SR HIGH SCHOOL,Illinois,1742060,61443,1-Regular school,2-No,2-No,2-No,245,95,162,126,119,20.57,11.91,174206004205,17
WHEATON NORTH HIGH SCHOOL,Illinois,1742180,60187,1-Regular school,2-No,2-No,2-No,2056,486,2056,1023,1033,128.66,15.98,174218004223,17
WHEATON WARRENVILLE SOUTH H S,Illinois,1742180,60189,1-Regular school,2-No,2-No,2-No,1934,457,1934,1008,926,126.25,15.32,174218004222,17
WHEELING HIGH SCHOOL,Illinois,1704170,60090,1-Regular school,2-No,2-No,2-No,1739,636,1739,884,855,106.60,16.31,170417000117,17
WHISTLER ELEM SCHOOL,Illinois,1709930,60643,1-Regular school,2-No,2-No,2-No,359,324,†,183,176,19.00,18.89,170993001155,17
WHITE EAGLE ELEMENTARY,Illinois,1741690,60564,1-Regular school,2-No,2-No,2-No,561,59,†,300,261,35.80,15.67,174169001420,17
WHITE ELEM CAREER ACADEMY,Illinois,1709930,60643,1-Regular school,2-No,2-No,2-No,157,145,†,70,87,11.00,14.27,170993000801,17
WHITE HEATH ELEM SCHOOL,Illinois,1726550,61884,1-Regular school,2-No,2-No,2-No,218,50,†,110,108,16.10,13.54,172655002845,17
WHITE OAK ELEMENTARY,Illinois,1726610,60450,1-Regular school,2-No,2-No,2-No,805,332,†,425,380,52.00,15.48,172661004379,17
WHITEHEAD ELEM SCHOOL,Illinois,1734510,61108,1-Regular school,2-No,2-No,2-No,598,431,†,313,285,32.71,18.28,173451003603,17
WHITESIDE ELEM SCHOOL,Illinois,1742300,62221,1-Regular school,2-No,2-No,2-No,748,437,†,396,352,44.60,16.77,174230004250,17
WHITESIDE MIDDLE SCHOOL,Illinois,1742300,62221,1-Regular school,2-No,2-No,2-No,537,282,†,266,271,36.00,14.92,174230004889,17
WHITMAN POST ELEM SCHOOL,Illinois,1734540,61072,1-Regular school,2-No,2-No,2-No,471,123,†,246,225,29.50,15.97,173454001134,17
WHITNEY ELEM SCHOOL,Illinois,1709930,60623,1-Regular school,2-No,2-No,2-No,899,865,†,456,443,50.00,17.98,170993001157,17
WHITTIER ELEM SCHOOL,Illinois,1709930,60608,1-Regular school,2-No,2-No,2-No,204,181,†,103,101,16.50,12.36,170993001159,17
WHITTIER ELEM SCHOOL,Illinois,1718450,60426,1-Regular school,2-No,2-No,2-No,274,273,†,151,123,13.00,21.08,171845004658,17
WHITTIER ELEM SCHOOL,Illinois,1742180,60189,1-Regular school,2-No,2-No,2-No,447,53,†,240,207,30.19,14.81,174218004225,17
WHITTIER ELEM SCHOOL,Illinois,1712540,60515,1-Regular school,2-No,2-No,2-No,320,17,†,165,155,19.00,16.84,171254001517,17
WHITTIER ELEM SCHOOL,Illinois,1741250,60085,1-Regular school,2-No,2-No,2-No,540,383,†,269,271,33.00,16.36,174125005947,17
WHITTIER ELEM SCHOOL,Illinois,1729250,60302,1-Regular school,2-No,2-No,2-No,448,91,†,235,213,37.60,11.91,172925003067,17
WHITTIER ELEMENTARY SCHOOL,Illinois,1706510,60406,1-Regular school,2-No,2-No,2-No,189,169,†,103,86,17.00,11.12,170651000338,17
WHITTIER PRIMARY SCHOOL,Illinois,1731230,61606,1-Regular school,2-No,2-No,2-No,269,203,†,140,129,22.00,12.23,173123003293,17
WHITTIER PRIMARY SCHOOL,Illinois,1706000,60164,1-Regular school,2-No,2-No,2-No,400,335,†,218,182,28.93,13.83,170600000284,17
WIESBROOK ELEM SCHOOL,Illinois,1742180,60189,1-Regular school,2-No,2-No,2-No,480,47,†,271,209,26.77,17.93,174218004226,17
WILBUR TRIMPE MIDDLE SCHOOL,Illinois,1706120,62010,1-Regular school,2-No,2-No,2-No,511,230,†,232,279,32.00,15.97,170612000302,17
WILCOX ELEM SCHOOL,Illinois,1737080,62702,1-Regular school,2-No,2-No,2-No,257,144,†,121,136,18.00,14.28,173708003847,17
WILD ROSE ELEM SCHOOL,Illinois,1737170,60174,1-Regular school,2-No,2-No,2-No,476,28,†,240,236,31.20,15.26,173717003861,17
WILDER-WAITE GRADE SCHOOL,Illinois,1712700,61615,1-Regular school,2-No,2-No,2-No,361,72,†,193,168,22.40,16.12,171270001524,17
WILDWOOD ELEM SCHOOL,Illinois,1709930,60646,1-Regular school,2-No,2-No,2-No,476,55,†,234,242,29.00,16.41,170993000898,17
WILEY ELEMENTARY SCHOOL,Illinois,1739960,61801,1-Regular school,2-No,2-No,2-No,232,181,†,120,112,20.00,11.60,173996005456,17
WILL CO DETENTION CENTER 6-8,ILLINOIS,1720580,60431,1-Regular school,2-No,2-No,2-No,†,†,†,†,†,–,–,172058006682,17
WILL CO DETENTION CENTER 9-12,ILLINOIS,1720610,60431,1-Regular school,2-No,2-No,2-No,13,10,13,12,1,3.00,4.33,172061006651,17
WILLARD ELEM SCHOOL,Illinois,1733810,60305,1-Regular school,2-No,2-No,2-No,390,16,†,187,203,33.20,11.75,173381003475,17
WILLARD ELEM SCHOOL,Illinois,1726400,61265,1-Regular school,2-No,2-No,2-No,218,175,†,109,109,13.00,16.77,172640002828,17
WILLARD ELEM SCHOOL,Illinois,1714460,60201,1-Regular school,2-No,2-No,2-No,501,125,†,260,241,36.50,13.73,171446001803,17
WILLARD ELEM SCHOOL,Illinois,1713710,60177,1-Regular school,2-No,2-No,2-No,318,187,†,168,150,21.04,15.11,171371001707,17
WILLIAM BEYE ELEM SCHOOL,Illinois,1729250,60302,1-Regular school,2-No,2-No,2-No,367,70,†,206,161,30.76,11.93,172925003068,17
WILLIAM E YOUNG SCHOOL,Illinois,1719500,60491,1-Regular school,2-No,2-No,2-No,465,41,†,238,227,29.16,15.95,171950006105,17
WILLIAM F MURPHY ELEM SCHOOL,Illinois,1717040,60517,1-Regular school,2-No,2-No,2-No,384,172,†,217,167,25.26,15.20,171704002016,17
WILLIAM HARRIS ELEM SCHOOL,Illinois,1711850,62526,1-Regular school,2-No,2-No,2-No,288,208,†,155,133,13.00,22.15,171185001414,17
WILLIAM HATCH ELEM SCHOOL,Illinois,1729250,60302,1-Regular school,2-No,2-No,2-No,379,52,†,182,197,28.30,13.39,172925003069,17
WILLIAM HOLLIDAY ELEM SCHOOL,Illinois,1732190,62208,1-Regular school,2-No,2-No,2-No,475,250,†,252,223,30.15,15.75,173219003368,17
WILLIAM J BUTLER SCHOOL,Illinois,1719500,60441,1-Regular school,2-No,2-No,2-No,494,24,†,242,252,31.66,15.60,171950004519,17
WILLIAM L THOMPSON SCHOOL,Illinois,1721870,60046,1-Regular school,2-No,2-No,2-No,624,139,†,320,304,36.09,17.29,172187003657,17
WILLIAMS MEDICAL PREP HIGH SCH,Illinois,1709930,60615,1-Regular school,2-No,1-Yes,2-No,177,167,177,46,131,17.00,10.41,170993006092,17
WILLIAMSBURG ELEM SCHOOL,Illinois,1716380,60134,1-Regular school,2-No,2-No,2-No,505,22,†,256,249,35.52,14.22,171638001954,17
WILLIAMSFIELD ELEM SCHOOL,Illinois,1742450,61489,1-Regular school,2-No,2-No,2-No,116,41,†,62,54,8.83,13.14,174245004891,17
WILLIAMSFIELD HIGH SCHOOL,Illinois,1742450,61489,1-Regular school,2-No,2-No,2-No,73,25,73,45,28,10.60,6.89,174245004268,17
WILLIAMSFIELD MIDDLE SCHOOL,Illinois,1742450,61489,1-Regular school,2-No,2-No,2-No,89,29,†,46,43,7.33,12.14,174245004267,17
WILLIAMSON CO INTENSIVE PROGRAM,Illinois,1700118,62959,2-Special education school,2-No,2-No,2-No,32,17,8,25,7,="0.00",†,170011805811,17
WILLIAMSON CO LEARNING CNTR,Illinois,1700118,62959,2-Special education school,2-No,2-No,2-No,19,15,18,17,2,3.00,6.33,170011805810,17
WILLIAMSVILLE HIGH SCHOOL,Illinois,1742480,62693,1-Regular school,2-No,2-No,2-No,447,50,447,236,211,31.50,14.19,174248004271,17
WILLIAMSVILLE JR HIGH SCHOOL,Illinois,1742480,62693,1-Regular school,2-No,2-No,2-No,496,54,†,261,235,27.25,18.20,174248004272,17
WILLOW BEND ELEM SCHOOL,Illinois,1730420,60008,1-Regular school,2-No,2-No,2-No,631,116,†,323,308,38.46,16.41,173042003159,17
WILLOW CREEK ELEM SCHOOL,Illinois,1717040,60517,1-Regular school,2-No,2-No,2-No,355,138,†,176,179,26.67,13.31,171704002015,17
WILLOW ELEM SCHOOL,Illinois,1731080,61554,1-Regular school,2-No,2-No,2-No,251,159,†,134,117,14.00,17.93,173108003231,17
WILLOW GROVE EARLY LEARNING CTR,Illinois,1721030,60089,1-Regular school,2-No,2-No,2-No,311,18,†,165,146,24.80,12.54,172103002388,17
WILLOW GROVE ELEM SCHOOL,Illinois,1742510,62801,1-Regular school,2-No,2-No,2-No,184,108,†,94,90,15.69,11.73,174251001739,17
WILLOW SCHOOL,Illinois,1719530,60430,1-Regular school,2-No,2-No,2-No,614,183,†,296,318,48.60,12.63,171953002231,17
WILLOW SPRINGS ELEM SCHOOL,Illinois,1742570,60480,1-Regular school,2-No,2-No,2-No,359,237,†,186,173,33.25,10.80,174257004273,17
WILLOWBROOK ELEM SCHOOL,Illinois,1724420,60026,1-Regular school,2-No,2-No,2-No,397,3,†,200,197,32.40,12.25,172442002651,17
WILLOWBROOK HIGH SCHOOL,Illinois,1713940,60181,1-Regular school,2-No,2-No,2-No,1931,852,1931,976,955,121.89,15.84,171394001738,17
WILLOWBROOK MIDDLE SCHOOL,Illinois,1732550,61080,1-Regular school,2-No,2-No,2-No,300,49,†,146,154,21.08,14.23,173255006063,17
WILMETTE JUNIOR HIGH SCHOOL,Illinois,1742600,60091,1-Regular school,2-No,2-No,2-No,892,27,†,467,425,73.94,12.06,174260004280,17
WILMINGTON HIGH SCHOOL,Illinois,1742630,60481,1-Regular school,2-No,2-No,2-No,419,168,419,224,195,30.00,13.97,174263004284,17
WILMINGTON MIDDLE SCHOOL,Illinois,1742630,60481,1-Regular school,2-No,2-No,2-No,290,130,†,142,148,21.00,13.81,174263004283,17
WILMOT ELEM SCHOOL,Illinois,1711980,60015,1-Regular school,2-No,2-No,2-No,500,6,†,257,243,39.60,12.63,171198001440,17
WILSON ASPIRE,Illinois,1734510,61101,1-Regular school,2-No,2-No,2-No,29,25,26,18,11,9.00,3.22,173451003553,17
WILSON CREEK ELEM SCH,Illinois,1724270,60442,1-Regular school,2-No,2-No,2-No,552,9,†,276,276,32.64,16.91,172427005857,17
WILSON ELEM SCHOOL,Illinois,1709960,60411,1-Regular school,2-No,2-No,2-No,275,264,†,138,137,25.00,11.00,170996001228,17
WILSON ELEM SCHOOL,Illinois,1717280,62040,1-Regular school,2-No,2-No,2-No,473,319,†,244,229,25.00,18.92,171728002045,17
WILSON ELEMENTARY SCHOOL,Illinois,1741520,60409,1-Regular school,2-No,2-No,2-No,375,331,†,184,191,23.00,16.30,174152004883,17
WILSON INTERMEDIATE SCHOOL,Illinois,1731080,61554,1-Regular school,2-No,2-No,2-No,619,363,†,323,296,37.66,16.44,173108003236,17
WINCHESTER ELEM SCHOOL,Illinois,1742660,62694,1-Regular school,2-No,2-No,2-No,439,215,†,221,218,32.50,13.51,174266004287,17
WINCHESTER HIGH SCHOOL,Illinois,1742660,62694,1-Regular school,2-No,2-No,2-No,182,68,182,102,80,19.50,9.33,174266004288,17
WINDSOR ELEM SCHOOL,Illinois,1718240,61111,1-Regular school,2-No,2-No,2-No,416,285,†,227,189,29.40,14.15,171824002109,17
WINDSOR ELEM SCHOOL,Illinois,1742690,61957,1-Regular school,2-No,2-No,2-No,223,110,†,116,107,15.42,14.46,174269004290,17
WINDSOR ELEMENTARY SCHOOL,Illinois,1704140,60004,1-Regular school,2-No,2-No,2-No,524,49,†,276,248,40.81,12.84,170414000101,17
WINDSOR JR & SR HIGH SCHOOL,Illinois,1742690,61957,1-Regular school,2-No,2-No,2-No,145,58,102,77,68,14.42,10.06,174269004676,17
WINFIELD CENTRAL SCHOOL,Illinois,1742720,60190,1-Regular school,2-No,2-No,2-No,197,36,†,104,93,18.39,10.71,174272005191,17
WINFIELD PRIMARY SCHOOL,Illinois,1742720,60190,1-Regular school,2-No,2-No,2-No,88,8,†,56,32,8.12,10.84,174272004292,17
WINGATE ELEMENTARY SCHOOL,ILLINOIS,1724940,62221,1-Regular school,2-No,2-No,2-No,420,74,†,215,205,22.45,18.71,172494006381,17
WINNEBAGO CO DETENTION CENTER,ILLINOIS,1734510,61103,1-Regular school,2-No,2-No,2-No,3,†,3,2,1,–,†,173451006572,17
WINNEBAGO ELEM SCHOOL,Illinois,1724780,60108,1-Regular school,2-No,2-No,2-No,410,327,†,208,202,30.30,13.53,172478002690,17
WINNEBAGO HIGH SCHOOL,Illinois,1742790,61088,1-Regular school,2-No,2-No,2-No,464,3,464,242,222,32.38,14.33,174279004297,17
WINNEBAGO MIDDLE SCHOOL,Illinois,1742790,61088,1-Regular school,2-No,2-No,2-No,313,3,1,152,161,24.19,12.94,174279004295,17
WINNETKA COVENANT PRESCHOOL,ILLINOIS,1700031,60091,2-Special education school,2-No,2-No,2-No,6,†,†,4,2,–,†,170003106525,17
WINOLA ELEMENTARY SCHOOL,Illinois,1736180,61486,1-Regular school,2-No,2-No,2-No,258,87,†,133,125,19.40,13.30,173618005341,17
WINSTON CAMPUS ELEMENTARY,Illinois,1730420,60074,1-Regular school,2-No,2-No,2-No,465,192,†,243,222,29.16,15.95,173042003161,17
WINSTON CAMPUS JR HIGH,Illinois,1730420,60074,1-Regular school,2-No,2-No,2-No,769,503,†,397,372,54.55,14.10,173042005020,17
WINSTON CHURCHILL ELEM SCHOOL,Illinois,1734740,60195,1-Regular school,2-No,2-No,2-No,579,30,†,278,301,38.54,15.02,173474003658,17
WINSTON CHURCHILL SCHOOL,Illinois,1719530,60430,1-Regular school,2-No,2-No,2-No,656,217,†,334,322,46.00,14.26,171953002233,17
WM F GURRIE MIDDLE SCHOOL,Illinois,1721630,60525,1-Regular school,2-No,2-No,2-No,305,115,†,170,135,26.65,11.44,172163002429,17
WM FREMD HIGH SCHOOL,Illinois,1730450,60067,1-Regular school,2-No,2-No,2-No,2577,391,2577,1280,1297,158.05,16.30,173045003168,17
WM HAMMERSCHMIDT ELEM SCHOOL,Illinois,1723460,60148,1-Regular school,2-No,2-No,2-No,424,47,†,206,218,26.87,15.78,172346002576,17
WM NASHOLD EARLY CHILDHOOD CENTER,ILLINOIS,1734510,61109,1-Regular school,2-No,2-No,2-No,561,259,†,320,241,24.00,23.38,173451006551,17
WOLCOTT SCHOOL,Illinois,1738910,60476,1-Regular school,2-No,2-No,2-No,239,129,†,122,117,22.00,10.86,173891005071,17
WOLF BRANCH ELEM SCHOOL,Illinois,1742960,62226,1-Regular school,2-No,2-No,2-No,412,90,†,202,210,27.00,15.26,174296004310,17
WOLF BRANCH MIDDLE SCHOOL,Illinois,1742960,62226,1-Regular school,2-No,2-No,2-No,350,52,†,173,177,22.00,15.91,174296005723,17
WOLF RIDGE EDUCATION CENTER,Illinois,1707770,62014,1-Regular school,2-No,2-No,2-No,366,140,†,197,169,23.75,15.41,170777000394,17
WOLFS CROSSING ELEM SCHOOL,Illinois,1730270,60503,1-Regular school,2-No,2-No,2-No,524,86,†,270,254,34.00,15.41,173027005457,17
WOOD DALE JR HIGH SCHOOL,Illinois,1743020,60191,1-Regular school,2-No,2-No,2-No,325,188,†,158,167,26.50,12.26,174302004318,17
WOOD OAKS JR HIGH SCHOOL,Illinois,1717850,60062,1-Regular school,2-No,2-No,2-No,441,9,†,247,194,41.85,10.54,171785002081,17
WOOD VIEW ELEM SCHOOL,Illinois,1740070,60440,1-Regular school,2-No,2-No,2-No,343,238,†,184,159,30.36,11.30,174007004038,17
WOODBINE ELEM SCHOOL,Illinois,1710200,60804,1-Regular school,2-No,2-No,2-No,223,220,†,119,104,14.10,15.82,171020001244,17
WOODGATE ELEM SCHOOL,Illinois,1736300,60443,1-Regular school,2-No,2-No,2-No,322,234,†,156,166,22.29,14.45,173630003753,17
WOODLAND ELEM SCHOOL,Illinois,1720580,60433,1-Regular school,2-No,2-No,2-No,399,396,†,185,214,27.10,14.72,172058002347,17
WOODLAND ELEMENTARY,Illinois,1743110,60030,1-Regular school,2-No,2-No,2-No,1445,460,†,745,700,121.50,11.89,174311002114,17
WOODLAND ELEMENTARY SCHOOL,Illinois,1713530,62025,1-Regular school,2-No,2-No,2-No,483,99,†,251,232,29.60,16.32,171353002145,17
WOODLAND ELEMENTARY/JR HIGH SCH,Illinois,1738070,61364,1-Regular school,2-No,2-No,2-No,353,158,†,172,181,26.00,13.58,173807004848,17
WOODLAND HIGH SCHOOL,Illinois,1738070,61364,1-Regular school,2-No,2-No,2-No,160,57,160,79,81,12.00,13.33,173807003900,17
WOODLAND INTERMEDIATE SCH,Illinois,1743110,60031,1-Regular school,2-No,2-No,2-No,1350,518,†,677,673,105.50,12.80,174311004325,17
WOODLAND MIDDLE SCHOOL,Illinois,1743110,60031,1-Regular school,2-No,2-No,2-No,1935,661,†,980,955,143.99,13.44,174311004324,17
WOODLAND PRIMARY SCHOOL,Illinois,1743110,60030,1-Regular school,2-No,2-No,2-No,620,218,†,336,284,49.50,12.53,174311000220,17
WOODLAWN ELEM COMMUNITY SCHOOL,Illinois,1709930,60637,1-Regular school,2-No,2-No,2-No,207,194,†,96,111,10.00,20.70,170993001615,17
WOODLAWN GRADE SCHOOL,ILLINOIS,1701422,62898,1-Regular school,2-No,2-No,2-No,328,142,†,164,164,38.50,8.52,170142206363,17
WOODLAWN HIGH SCHOOL,ILLINOIS,1701422,62898,1-Regular school,2-No,2-No,2-No,175,58,175,81,94,="0.10",1750.00,170142206373,17
WOODLAWN MIDDLE SCHOOL,Illinois,1721030,60047,1-Regular school,2-No,2-No,2-No,611,68,†,303,308,47.90,12.76,172103003715,17
WOODROW WILSON ELEM SCHOOL,Illinois,1713240,61611,1-Regular school,2-No,2-No,2-No,165,100,†,96,69,10.63,15.52,171324001570,17
WOODROW WILSON ELEM SCHOOL,Illinois,1710200,60804,1-Regular school,2-No,2-No,2-No,729,678,†,361,368,49.50,14.73,171020005025,17
WOODROW WILSON MIDDLE SCHOOL,Illinois,1726400,61265,1-Regular school,2-No,2-No,2-No,889,448,†,425,464,48.00,18.52,172640002827,17
WOODRUFF CAREER & TECH CENTER,Illinois,1731230,61603,1-Regular school,2-No,2-No,2-No,3,†,3,1,2,15.07,="0.20",173123006199,17
WOODS CREEK ELEMENTARY SCHOOL,Illinois,1711350,60014,1-Regular school,2-No,2-No,2-No,566,65,†,287,279,41.40,13.67,171135002147,17
